Category;Year;Filename;Offence/type;Cases;Offences;Attempted;Multiple;Solved;Total accused;<10;10-14;15-17;18-19;20-24;25-29;30-34;35-39;40-49;50-59;60-69;70-99;No information;Male;Female;Legal persons;No information_1;Total;Residents;Asylum I;Asylum II;Miscellaneous;No information_2
Offences against Liberty;2013;2013_swisscrime.csv;311.00.184.00 Aggravating circumstances;3;3;0;0;3;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Offences against Liberty;2013;2013_swisscrime.csv;311.00.185.00 Hostage taking;2;5;0;0;4;4;0;0;0;0;2;1;1;0;0;0;0;0;0;3;1;0;0;3;X;X;X;X;X
Offences against Liberty;2013;2013_swisscrime.csv;311.00.186.00 Unlawful entry;4540;4629;13;114;3482;3454;1;154;249;204;542;495;396;311;536;326;152;85;2;2833;620;1;0;1740;712;322;85;549;72
Offences against Liberty;2013;2013_swisscrime.csv;311.00.186.0Z Unlawful entry plus theft;62833;63057;2881;128;10077;6709;3;299;682;574;1233;1215;917;636;748;263;90;35;14;5870;837;0;2;4656;1106;657;145;2437;311
Offences against sexual integrity;2013;2013_swisscrime.csv;311.00.187.00 Sexual acts with children;1075;1330;67;208;1144;791;3;77;57;51;106;71;70;83;147;81;30;15;0;757;34;0;0;313;222;32;0;47;12
Offences against sexual integrity;2013;2013_swisscrime.csv;311.00.188.00 Sexual acts with dependent persons;14;15;1;4;15;14;0;0;0;1;0;2;2;2;5;1;1;0;0;12;2;0;0;2;X;X;X;X;X
Offences against sexual integrity;2013;2013_swisscrime.csv;311.00.189.00 Indecent assault;567;600;38;86;491;473;1;60;44;24;55;47;51;49;84;34;21;3;0;463;10;0;0;248;187;16;3;37;5
Offences against sexual integrity;2013;2013_swisscrime.csv;311.00.190.00 Rape;560;571;67;95;443;437;0;5;23;24;65;75;55;53;82;41;9;5;0;435;2;0;0;255;187;22;3;39;4
Offences against sexual integrity;2013;2013_swisscrime.csv;311.00.191.00 Sexual acts with persons incapable of judgement or resistance;145;153;6;8;109;111;0;5;9;9;16;14;10;14;18;5;8;3;0;109;2;0;0;53;36;6;0;8;3
Offences against sexual integrity;2013;2013_swisscrime.csv;311.00.192.00 Sexual acts with persons in institutional care, prisoners or persons on remand;7;10;1;2;7;4;0;0;0;0;0;0;0;1;1;2;0;0;0;4;0;0;0;3;X;X;X;X;X
Offences against sexual integrity;2013;2013_swisscrime.csv;311.00.193.00 Exploitation of a person in a position of need or dependency;25;32;1;2;31;31;0;0;0;0;2;2;4;4;8;5;3;3;0;27;4;0;0;16;12;0;1;3;0
Offences against sexual integrity;2013;2013_swisscrime.csv;311.00.194.00 Indecent conduct;428;459;3;24;232;178;0;4;3;3;16;37;13;19;37;30;10;6;0;176;2;0;0;71;44;7;1;18;1
Offences against sexual integrity;2013;2013_swisscrime.csv;311.00.195.00 Encouraging prostitution;70;86;3;4;76;77;0;0;0;2;11;8;13;10;21;7;4;1;0;57;20;0;0;55;18;1;0;35;1
Offences against sexual integrity;2013;2013_swisscrime.csv;311.00.197.00 Pornography;1350;1501;8;167;1402;1112;0;158;171;63;128;94;95;77;175;104;40;5;2;990;122;0;0;296;269;6;0;14;7
Offences against sexual integrity;2013;2013_swisscrime.csv;311.00.198.00 Sexual harassment;1009;1075;5;80;667;591;0;36;40;21;54;63;66;53;121;84;37;16;0;572;19;0;0;274;184;31;4;48;7
Offences against sexual integrity;2013;2013_swisscrime.csv;311.00.199.00 Unauthorised practice of prostitution;1398;1407;0;11;1403;976;0;1;3;56;193;153;125;100;174;114;43;14;0;343;633;0;0;790;240;17;5;525;3
Offences against the family;2013;2013_swisscrime.csv;311.00.213.00 Incest;11;11;0;3;11;11;0;2;2;1;0;0;1;2;2;1;0;0;0;11;0;0;0;2;X;X;X;X;X
Offences against the family;2013;2013_swisscrime.csv;311.00.215.00 Bigamy;9;9;0;0;9;10;0;0;0;0;0;0;2;3;3;1;1;0;0;8;2;0;0;7;6;0;0;1;0
Offences against the family;2013;2013_swisscrime.csv;311.00.217.00 Neglect of duty to support the family;499;502;0;41;486;477;0;0;0;0;5;41;50;76;187;90;25;3;0;467;10;0;0;271;242;2;0;26;1
Offences against the family;2013;2013_swisscrime.csv;311.00.219.00 Neglect of duties of care, supervision or education;242;298;0;79;286;273;1;0;2;1;8;32;45;54;98;25;5;2;0;145;128;0;0;149;126;4;2;12;5
Offences against the family;2013;2013_swisscrime.csv;311.00.220.00 Abduction of minors;122;136;12;4;127;118;0;0;0;2;4;14;29;23;30;13;2;1;0;52;66;0;0;72;60;0;0;10;2
Offences constituting a public danger;2013;2013_swisscrime.csv;311.00.221.00 Arson;896;965;90;2;294;321;1;54;51;35;47;30;24;16;42;16;3;1;1;273;48;0;0;122;85;9;2;23;3
Offences constituting a public danger;2013;2013_swisscrime.csv;311.00.222.00 Negligent arson;949;1007;1;1;746;792;10;43;31;22;65;79;71;58;176;109;67;60;0;555;236;1;0;259;200;11;0;39;9
Offences constituting a public danger;2013;2013_swisscrime.csv;311.00.223.00 Causing explosion;31;32;3;0;19;30;0;4;6;1;0;2;1;4;5;5;2;0;0;26;4;0;0;2;X;X;X;X;X
Offences constituting a public danger;2013;2013_swisscrime.csv;311.00.224.00Misuse of explosives and toxic gases with criminal intent;192;192;2;1;30;51;0;11;20;8;6;1;3;1;1;0;0;0;0;50;1;0;0;9;7;0;0;2;0
Offences constituting a public danger;2013;2013_swisscrime.csv;311.00.225.00 Misuse without criminal intent or through negligence;115;116;0;1;48;65;0;3;17;11;12;10;4;4;2;0;1;1;0;64;1;0;0;8;6;0;0;2;0
Offences constituting a public danger;2013;2013_swisscrime.csv;311.00.226.00 Manufacture, concealment and transport of explosives and toxic gases;3;3;0;0;3;4;0;0;0;1;1;1;0;1;0;0;0;0;0;4;0;0;0;2;X;X;X;X;X
Offences constituting a public danger;2013;2013_swisscrime.csv;311.00.227.00 Causing a flood, collapse or landslide;4;4;0;0;3;4;0;0;0;0;0;0;0;1;2;0;1;0;0;4;0;0;0;0;0;0;0;0;0
Offences constituting a public danger;2013;2013_swisscrime.csv;311.00.228.00 Criminal damage to electrical installations, and hydraulic or protective structures;2;2;0;0;1;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Offences constituting a public danger;2013;2013_swisscrime.csv;311.00.229.00 Violation of construction regulations;81;89;0;1;78;109;0;0;0;0;3;5;16;8;29;30;13;3;0;105;2;2;0;36;21;0;0;14;1
Offences constituting a public danger;2013;2013_swisscrime.csv;311.00.230.00 Removal or non-installation of safety devices;11;13;0;0;12;14;0;0;0;0;0;0;0;1;5;5;3;0;0;14;0;0;0;4;2;0;0;2;0
Offences against public health;2013;2013_swisscrime.csv;311.00.231.00 Transmission of human diseases;29;31;12;0;28;23;0;0;0;0;2;4;7;3;6;1;0;0;0;17;6;0;0;12;8;0;0;4;0
Offences against public health;2013;2013_swisscrime.csv;311.00.232.00 Transmission of an epizootic disease;1;1;0;1;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Offences against public health;2013;2013_swisscrime.csv;311.00.234.00 Contamination of drinking water;14;14;0;0;4;5;0;0;0;0;1;0;1;0;2;1;0;0;0;5;0;0;0;2;X;X;X;X;X
Public Traffic;2013;2013_swisscrime.csv;311.00.237.00 Disruption of public transport;296;304;2;4;202;209;0;22;25;20;35;26;16;14;25;11;9;6;0;187;22;0;0;86;48;4;1;32;1
Public Traffic;2013;2013_swisscrime.csv;311.00.238.00 Disruption of rail traffic;164;165;3;1;124;145;1;9;29;14;29;13;13;4;8;10;4;11;0;124;21;0;0;37;22;4;0;9;2
Public Traffic;2013;2013_swisscrime.csv;311.00.239.00 Disruption of public services;73;83;2;2;67;77;0;4;1;5;14;10;6;5;15;9;2;6;0;67;10;0;0;30;24;1;0;5;0
Counterfeiting of money, stamps etc.;2013;2013_swisscrime.csv;311.00.240.00 Counterfeiting money;299;301;0;4;109;79;0;2;6;3;18;16;7;11;9;4;2;0;1;68;10;0;1;43;23;7;1;10;2
Counterfeiting of money, stamps etc.;2013;2013_swisscrime.csv;311.00.241.00 Falsification of money;8;10;0;1;7;11;0;3;2;0;1;2;1;2;0;0;0;0;0;10;1;0;0;9;2;0;0;7;0
Counterfeiting of money, stamps etc.;2013;2013_swisscrime.csv;311.00.242.00 Passing or tendering counterfeit money;1367;3842;92;15;2814;307;0;10;21;24;64;47;49;29;38;15;3;5;2;259;46;0;2;211;83;42;8;67;11
Counterfeiting of money, stamps etc.;2013;2013_swisscrime.csv;311.00.243.00Imitation of bank notes, coins or official stamps without intent to commit forgery;9;9;0;0;7;8;0;1;1;0;0;3;0;1;2;0;0;0;0;7;1;0;0;3;X;X;X;X;X
Counterfeiting of money, stamps etc.;2013;2013_swisscrime.csv;311.00.244.00 Import, acquisition and storage of counterfeit money;40;50;3;1;48;42;0;1;3;5;8;3;8;4;6;2;1;0;1;36;5;0;1;34;10;3;1;19;1
Counterfeiting of money, stamps etc.;2013;2013_swisscrime.csv;311.00.245.00 Forgery of official stamps;24;24;0;6;20;20;0;0;0;1;3;4;1;0;3;6;2;0;0;17;3;0;0;9;8;0;0;1;0
Counterfeiting of money, stamps etc.;2013;2013_swisscrime.csv;311.00.246.00 Forgery of official marks;4;4;0;0;4;6;0;0;0;1;3;0;2;0;0;0;0;0;0;4;2;0;0;5;1;0;0;4;0
Counterfeiting of money, stamps etc.;2013;2013_swisscrime.csv;311.00.247.00 Counterfeiting equipment and unlawful use of equipment;3;3;0;0;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Forgery;2013;2013_swisscrime.csv;311.00.251.00 Forgery of a document;2895;4478;30;203;3996;2406;0;6;62;76;292;350;346;306;503;307;104;22;13;1678;708;19;1;1209;838;39;6;300;26
Forgery;2013;2013_swisscrime.csv;311.00.252.00 Forgery of certificates;2295;2460;12;44;2357;2459;0;35;358;176;451;482;327;256;266;82;16;6;4;1854;605;0;0;1893;425;135;32;1236;65
Forgery;2013;2013_swisscrime.csv;311.00.253.00 Obtaining a false certificate by fraud;99;103;3;8;101;140;0;0;0;0;13;23;19;15;29;17;13;4;0;105;28;7;0;77;51;2;0;23;1
Forgery;2013;2013_swisscrime.csv;311.00.254.00 Suppression de documents;22;22;0;1;19;29;0;0;0;0;1;0;2;5;9;2;2;1;0;18;4;7;0;8;7;0;0;1;0
Forgery;2013;2013_swisscrime.csv;311.00.256.00 Moving boundary markers;5;5;0;0;3;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Public order;2013;2013_swisscrime.csv;311.00.258.00 Causing fear and alarm among the general public;42;43;1;0;30;35;0;6;5;0;2;7;2;3;8;1;1;0;0;31;4;0;0;16;13;1;0;2;0
Public order;2013;2013_swisscrime.csv;311.00.259.00 Public incitement to commit a felony or act of violence;8;8;0;0;5;13;0;0;3;5;1;1;0;0;1;2;0;0;0;13;0;0;0;8;6;1;1;0;0
Public order;2013;2013_swisscrime.csv;311.00.260.00 Rioting;192;319;0;0;284;276;0;1;21;53;94;67;23;3;10;3;1;0;0;249;27;0;0;48;28;4;3;13;0
Public order;2013;2013_swisscrime.csv;311.00.260.A0 Acts preparatory to the commission of an offence;39;52;0;2;46;81;0;6;7;7;10;11;9;11;12;4;4;0;0;76;5;0;0;49;17;2;0;30;0
Public order;2013;2013_swisscrime.csv;311.00.260.B0 Criminal organisation ;8;20;0;0;17;19;0;0;0;0;1;2;2;3;4;3;1;0;0;11;5;3;0;13;2;0;0;11;0
Public order;2013;2013_swisscrime.csv;311.00.260.C0 Endangering public safety with weapons;13;21;0;1;17;11;0;0;1;4;3;2;0;0;1;0;0;0;0;11;0;0;0;0;0;0;0;0;0
Public order;2013;2013_swisscrime.csv;311.00.260.D0 Financing terrorism;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Public order;2013;2013_swisscrime.csv;311.00.261.00 Attack on the freedom of faith and the freedom to worship;9;10;0;0;8;12;0;0;4;1;1;4;0;1;1;0;0;0;0;11;1;0;0;1;X;X;X;X;X
Public order;2013;2013_swisscrime.csv;311.00.261.A0 Racial discrimination;164;174;0;5;145;149;0;5;10;8;19;12;8;10;25;25;11;14;2;115;34;0;0;30;26;1;0;2;1
Public order;2013;2013_swisscrime.csv;311.00.262.00 Disturbing the peace of the dead;29;29;0;0;8;10;0;0;0;0;2;1;1;1;3;2;0;0;0;5;5;0;0;5;4;0;0;1;0
Public order;2013;2013_swisscrime.csv;311.00.263.00 Committing an offence while in a state of voluntarily induced mental incapacity;39;45;0;0;44;44;0;0;0;2;8;5;12;4;10;3;0;0;0;39;5;0;0;20;16;2;0;2;0
State and national security;2013;2013_swisscrime.csv;311.00.270.00 Attacks on Swiss national emblems;1;1;0;0;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
State and national security;2013;2013_swisscrime.csv;311.00.271.00 Unlawful activities on behalf of a foreign state;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
State and national security;2013;2013_swisscrime.csv;311.00.272.00 Political espionage;2;2;0;0;2;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
State and national security;2013;2013_swisscrime.csv;311.00.273.00 Industrial espionage;4;4;0;0;2;4;0;0;0;0;0;0;0;0;1;2;1;0;0;3;1;0;0;3;X;X;X;X;X
Offences against the will of the people;2013;2013_swisscrime.csv;311.00.282.00 Electoral fraud -;4;5;0;2;5;6;0;0;0;0;0;0;0;2;1;2;1;0;0;3;3;0;0;2;X;X;X;X;X
Offences against official powers;2013;2013_swisscrime.csv;311.00.285.00 Violence and threats against public authorities and public officials;2241;2776;4;52;2569;2120;0;24;128;190;477;384;250;203;262;129;53;20;0;1861;259;0;0;948;469;191;44;216;28
Offences against official powers;2013;2013_swisscrime.csv;311.00.286.00 Prevention of an official act;1985;2031;10;10;1998;2041;0;31;184;211;488;380;256;156;215;82;28;10;0;1880;161;0;0;1189;385;216;55;525;8
Offences against official powers;2013;2013_swisscrime.csv;311.00.287.00 Usurpation of office;72;73;2;0;44;45;0;0;2;2;5;9;6;3;15;3;0;0;0;43;2;0;0;27;8;1;0;18;0
Offences against official powers;2013;2013_swisscrime.csv;311.00.289.00 Removal of seized property;16;17;0;0;15;14;0;0;0;0;1;0;1;2;5;4;0;0;0;12;1;1;0;6;6;0;0;0;0
Offences against official powers;2013;2013_swisscrime.csv;311.00.290.00 Breaking the seals;17;18;0;0;8;9;0;0;0;0;3;0;1;1;2;1;1;0;0;7;2;0;0;6;5;1;0;0;0
Offences against official powers;2013;2013_swisscrime.csv;311.00.291.00 Breach of an expulsion order;40;40;1;1;40;27;0;0;4;1;2;3;6;3;3;4;0;1;0;26;1;0;0;27;0;1;1;25;0
Offences against official powers;2013;2013_swisscrime.csv;311.00.292.00 Contempt of official orders;3774;3787;1;251;3748;2695;0;2;30;66;347;444;409;333;564;349;120;27;0;2140;551;4;0;1303;1043;89;15;147;9
Offences against official powers;2013;2013_swisscrime.csv;311.00.293.00 Publication of secret official proceedings;2;2;0;0;2;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Offences detrimental to Foreign Relations;2013;2013_swisscrime.csv;311.00.296.00 Insulting a foreign state;3;3;0;0;3;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Offences detrimental to Foreign Relations;2013;2013_swisscrime.csv;311.00.297.00 Insulting an international  organisation;1;1;0;0;1;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Offences detrimental to Foreign Relations;2013;2013_swisscrime.csv;311.00.298.00 Attacks on the national emblems of a foreign state;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Offences against the administration of justice;2013;2013_swisscrime.csv;311.00.303.00 False accusation;608;632;3;12;603;638;0;31;33;40;94;71;68;64;129;57;29;17;5;369;269;0;0;279;229;13;0;35;2
Offences against the administration of justice;2013;2013_swisscrime.csv;311.00.304.00 Misleading judicial authorities;521;529;9;10;513;556;0;20;47;49;94;79;68;51;75;45;19;8;1;390;166;0;0;247;211;8;0;27;1
Offences against the administration of justice;2013;2013_swisscrime.csv;311.00.305.00 Assisting offenders;173;185;14;0;181;211;0;0;18;16;43;32;25;20;29;16;9;3;0;145;66;0;0;91;75;6;1;8;1
Offences against the administration of justice;2013;2013_swisscrime.csv;311.00.305.A0 Money laundering;342;356;18;33;302;358;0;1;1;5;39;41;76;49;77;38;12;7;6;268;84;6;0;238;90;18;5;108;17
Offences against the administration of justice;2013;2013_swisscrime.csv;311.00.305.B0 Insufficient diligence in financial transactions and right to report;4;4;0;1;4;5;0;0;0;0;1;1;0;0;1;1;1;0;0;4;1;0;0;2;X;X;X;X;X
Offences against the administration of justice;2013;2013_swisscrime.csv;311.00.306.00 Perjury by a party to civil proceedings;7;8;0;0;8;9;0;0;0;0;0;0;0;1;3;4;0;1;0;5;4;0;0;2;X;X;X;X;X
Offences against the administration of justice;2013;2013_swisscrime.csv;311.00.307.00 Perjury by an expert witness. False translation;44;44;1;0;43;51;0;0;0;3;8;3;4;7;9;9;8;0;0;34;17;0;0;18;11;1;1;5;0
Offences against the administration of justice;2013;2013_swisscrime.csv;311.00.310.00 Assisting prisoners to escape;4;4;1;0;4;5;0;0;1;1;1;0;0;1;0;1;0;0;0;4;1;0;0;4;3;0;0;1;0
Offences against the administration of justice;2013;2013_swisscrime.csv;311.00.311.00 Prison mutiny;2;3;0;0;3;16;0;0;3;2;4;3;3;0;1;0;0;0;0;13;3;0;0;12;2;0;0;10;0
Offences against Official or Professional Duty;2013;2013_swisscrime.csv;311.00.312.00 Abuse of public office;86;88;1;0;62;92;0;0;0;0;1;4;13;7;16;13;4;0;34;79;13;0;0;10;5;0;0;4;1
Offences against Official or Professional Duty;2013;2013_swisscrime.csv;311.00.314.00 Misconduct in public office;6;6;0;1;4;5;0;0;0;0;0;0;0;0;1;3;1;0;0;5;0;0;0;0;0;0;0;0;0
Offences against Official or Professional Duty;2013;2013_swisscrime.csv;311.00.317.00 Forgery of a document by a public official;9;9;0;0;6;6;0;0;0;0;0;2;0;0;1;1;2;0;0;6;0;0;0;0;0;0;0;0;0
Offences against Official or Professional Duty;2013;2013_swisscrime.csv;311.00.318.00 Issuing a false medical certificate;6;6;0;1;6;9;0;0;0;0;1;2;1;1;2;1;1;0;0;6;3;0;0;3;X;X;X;X;X
Offences against Official or Professional Duty;2013;2013_swisscrime.csv;311.00.319.00 Assistance by a public official in the escape of prisoners;5;10;0;0;9;8;0;0;0;0;0;0;0;3;4;0;0;1;0;7;1;0;0;5;0;0;0;2;3
Offences against Official or Professional Duty;2013;2013_swisscrime.csv;311.00.320.00 Breach of official secrecy;37;52;0;3;43;40;0;0;0;0;0;2;2;7;15;12;2;0;0;28;12;0;0;4;3;0;0;1;0
Offences against Official or Professional Duty;2013;2013_swisscrime.csv;311.00.321.00 Breach of professional confidentiality;19;19;0;1;16;26;0;0;1;0;0;0;1;0;7;9;6;2;0;15;11;0;0;3;X;X;X;X;X
Offences against Official or Professional Duty;2013;2013_swisscrime.csv;311.00.321.B0 Breach of professional confidentiality in research involving human beings;49;49;1;1;30;14;0;0;0;2;2;2;2;1;3;2;0;0;0;12;2;0;0;8;7;0;0;1;0
Offences against Official or Professional Duty;2013;2013_swisscrime.csv;311.00.322.00 Breach of the media duty to provide information;2;2;0;0;1;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Offences against Official or Professional Duty;2013;2013_swisscrime.csv;311.00.322.A0 Failure to prevent an illegal publication;1;1;0;0;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bribery;2013;2013_swisscrime.csv;311.00.322.B0 Bribery;3;3;0;0;3;4;0;0;0;0;0;0;1;1;1;1;0;0;0;4;0;0;0;3;X;X;X;X;X
Bribery;2013;2013_swisscrime.csv;311.00.322.B0 Accepting bribes;4;4;0;0;4;5;0;0;0;0;0;1;0;0;0;3;0;0;1;5;0;0;0;0;0;0;0;0;0
Bribery;2013;2013_swisscrime.csv;311.00.322.D0 Granting an advantage;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bribery;2013;2013_swisscrime.csv;311.00.322.D0 Acceptance of an advantage;4;4;0;0;2;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bribery;2013;2013_swisscrime.csv;311.00.322.F0 Bribery of foreign public officials;1;1;0;0;1;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Offences against Contraventions of Federal Law;2013;2013_swisscrime.csv;311.00.323.00 Failure of a debtor to comply with DEBA regulations;6600;6603;2;2760;6523;5365;0;3;6;94;785;1049;877;626;1059;635;196;29;0;3950;1409;6;0;2420;2286;38;1;89;6
Offences against Contraventions of Federal Law;2013;2013_swisscrime.csv;311.00.324.00 Failure of third parties to comply with DEBA regulations;16;16;0;2;12;14;0;0;0;0;1;0;1;5;2;3;0;0;0;11;1;2;0;7;7;0;0;0;0
Offences against Contraventions of Federal Law;2013;2013_swisscrime.csv;311.00.325.00 Failure to comply with accounting regulations;35;40;0;0;40;57;0;0;0;0;1;2;7;9;21;10;7;0;0;40;17;0;0;24;20;0;0;4;0
Offences against Contraventions of Federal Law;2013;2013_swisscrime.csv;311.00.325 Failure to comply with regulations protecting tenants;10;13;0;0;13;10;0;0;0;0;0;0;0;0;2;3;2;3;0;7;3;0;0;0;0;0;0;0;0
Offences against Contraventions of Federal Law;2013;2013_swisscrime.csv;311.00.326.B0 Contravention of the law of business;5;5;0;0;5;7;0;0;0;0;1;0;0;0;4;2;0;0;0;7;0;0;0;4;4;0;0;0;0
Offences against Contraventions of Federal Law;2013;2013_swisscrime.csv;311.00.331.00 Unauthorised wearing of military uniform;3;3;0;0;3;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Offences against Contraventions of Federal Law;2013;2013_swisscrime.csv;311.00.332.00 Failure to report a find;513;525;0;1;192;198;0;4;24;25;36;27;16;15;31;16;4;0;0;161;37;0;0;105;48;33;1;23;0
Life and Limb;2014;2014_swisscrime.csv;311.00.111.00 Homicide (Art. 111-113/116);161;173;132;3;165;201;0;2;19;10;30;33;21;20;33;23;8;2;0;171;30;0;0;116;66;13;0;36;1
Life and Limb;2014;2014_swisscrime.csv;311.00.115.00 Inciting and assisting suicide;2;2;2;0;2;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Life and Limb;2014;2014_swisscrime.csv;311.00.117.00 Homicide through negligence;51;51;2;0;40;64;0;1;0;0;3;5;12;10;10;16;4;3;0;49;15;0;0;24;18;2;0;4;0
Life and Limb;2014;2014_swisscrime.csv;311.00.118.00 Illegal abortion;6;6;2;0;5;5;0;0;0;0;0;1;1;2;0;0;1;0;0;4;1;0;0;4;3;0;0;1;0
Life and Limb;2014;2014_swisscrime.csv;311.00.120.00 Contraventions by physicians;1;1;0;0;1;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Life and Limb;2014;2014_swisscrime.csv;311.00.122.00 Grievous bodily harm;493;609;176;16;487;535;1;10;47;48;98;118;56;41;71;33;10;1;1;488;47;0;0;267;187;28;3;49;0
Life and Limb;2014;2014_swisscrime.csv;311.00.123.00 Simply bodily harm;6777;7782;149;359;6485;6711;3;210;457;460;1059;1016;820;699;1160;541;206;75;5;5691;1020;0;0;3590;2654;262;33;627;14
Life and Limb;2014;2014_swisscrime.csv;311.00.125.00 Bodily harm through negligence;555;568;1;3;452;509;0;9;11;11;45;48;60;41;84;113;43;40;4;366;143;0;0;173;124;3;1;45;0
Life and Limb;2014;2014_swisscrime.csv;311.00.126.00 Assault;9861;11593;0;1865;10431;10055;8;308;506;406;1109;1288;1346;1162;2127;1136;453;200;6;7713;2342;0;0;5032;4123;314;17;551;27
Life and Limb;2014;2014_swisscrime.csv;311.00.127.00 Endangering the life or health of another / Abandonment;12;13;0;2;12;17;0;0;0;0;0;2;4;2;5;4;0;0;0;12;5;0;0;10;9;0;0;1;0
Life and Limb;2014;2014_swisscrime.csv;311.00.128.00 Failure to offer aid in an emergency;77;81;0;1;68;115;0;5;16;12;18;13;14;5;11;11;6;4;0;98;17;0;0;38;30;1;0;7;0
Life and Limb;2014;2014_swisscrime.csv;311.00.128.A0 False alarm;98;100;0;7;83;91;0;14;15;3;11;10;9;4;12;10;1;2;0;65;26;0;0;37;23;6;0;8;0
Life and Limb;2014;2014_swisscrime.csv;311.00.129.00 Endangering life ;608;684;24;24;483;509;0;11;21;38;70;74;52;41;109;58;23;10;2;464;45;0;0;229;157;20;2;48;2
Life and Limb;2014;2014_swisscrime.csv;311.00.133.00 Participation brawl;158;885;0;0;880;796;0;16;106;102;222;144;71;48;66;15;3;3;0;720;76;0;0;399;296;26;8;69;0
Life and Limb;2014;2014_swisscrime.csv;311.00.134.00 Participation attack;626;1514;5;5;1178;1073;0;53;198;169;270;134;85;53;78;26;6;1;0;996;77;0;0;561;395;38;9;117;2
Life and Limb;2014;2014_swisscrime.csv;311.00.135.00 Representations of acts of violence;123;126;1;10;124;132;0;26;34;14;26;11;9;4;6;1;0;1;0;123;9;0;0;30;25;3;0;2;0
